,Number,Caption,Like,URL
705,706,"Read the full story at the link in bio.

There are 156 known species of glass frogs living throughout the neotropics. These tiny tree dwellers are stellar fathers and masters of camouflage—and recent research is revealing even more surprises.

Photograph by Jaime Culebras",429677,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/363799387_1476779956424916_3357224080555807778_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=OjjxuGeI27cAX9_CxQR&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDJ1_nywHa-74ZWu3hdI_nBm3UlMqTXCIAgYnN7_Pgx6w&oe=65D69670&_nc_sid=bc0c2c
706,707,"Photo by @franslanting | Tinted orange by the sun, a soaring dune is the backdrop for the hulks of camel thorn trees in Namibia's Namib-Naukluft Park. When this scene was published in the June 2011 issue as part of the feature story ""Africa's Super Park,"" many thought it was a painting instead of a photograph. Others thought it had been altered in Photoshop. Nope. The photo shows sculptural tree skeletons on a clay pan backed by a sand dune—dotted with white grasses—glowing with early morning light. The magic moment came when the sun had illuminated the dune right down to the bottom while the clay pan was still in the shade. As a photographer I paint with light, and I look for unusual light that draws viewers into a scene. Follow me @franslanting for more images from the natural world. To read a blog post about the photograph, go to the link in bio.",56063,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/364996003_607827291337401_3009977764245357993_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=mvTUAdD21ZgAX-BTBcR&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAQfpgbPAO7HIFqWsJZ4ImNwYStOYuxi6BhEjkBIAhZVg&oe=65D64090&_nc_sid=bc0c2c
707,708,"Read the full story at the link in bio.

Decades’ worth of research links physical activity and exercise with positive changes in the brain in a variety of contexts. Imaging studies confirmed that the volume of the hippocampus—a region of the brain important in learning and memory—is larger in individuals who are more aerobically fit compared to their sedentary peers. Now scientists are learning how muscles in motion can improve cognition and shield against diseases like Alzheimer's, paving the way for new treatments.

Photograph by Jonathan Mehring, Nat Geo Image Collection",106414,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/364299934_823402636198501_8166363971279645850_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=GG4zVvyV2jEAX_f5_FJ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfASmCgWVGctBvOiPmwCR3eiOknOwzmx4KH-qUbiixRTDw&oe=65D80C95&_nc_sid=bc0c2c
708,709,"Photo by Matthieu Paley @paleyphoto | In the heart of AlUla, Saudi Arabia, local horse rider Majed Salem returns from an outing in the oasis, passing some of the two million date palms that provide shelter and life in the desert. The oasis and surrounding area were home to ancient cities such as Dadan and Hegra, part of the Nabataean kingdom, which included the city of Petra in present-day Jordan. | Experience the extraordinary monuments and ancient history in the vast desert of #AlUla.",42177,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/364328876_6841713879195490_3292894166364868728_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=9sesUy6TLmMAX8YwkAx&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAC1iPj2eJFlAK3DSJGhH4IGXuNiTOm_pOpfTDn8qmhGg&oe=65D71614&_nc_sid=bc0c2c
709,710,"Photo by @gerdludwig | It's Barbie's hot pink world, and we're just living in it. Despite a modern backlash against pink, love for the color has come rushing back. Here, in 2013, an interactive installation in central Berlin temporarily brought Barbie's dollhouse to life—pink high-heel fountain and all.

This year, Greta Gerwig's Barbie movie has played a significant role in fueling the rise of the mesmerizing ""Barbiecore"" aesthetic, inspiring enthusiasts to envelop their living spaces and wardrobes in a plethora of pink shades. Learn more about the surprising history of the color pink at the link in bio.",74042,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/364971829_221347507136611_4234587056211438309_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=B7xe3hY7zuAAX_eFD1E&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAbVLT985eHRu8nqgiDH70br9qmDi2FGVwS3uG3PHzPXg&oe=65D8056A&_nc_sid=bc0c2c
710,711,"Read more at the link in bio.

From before the rise of Athens to the height of the Roman Empire, one of the most sought-after products in the Mediterranean world was a golden-flowered plant called silphion. It cured diseases and made food tasty, but Emperor Nero allegedly consumed the last stalk. Since the Middle Ages, botanical explorers inspired by ancient accounts of this miracle plant have sought it on three continents, and always in vain. Many historians view its disappearance as the first recorded extinction of any species, plant or animal. But is silphion truly extinct? Thanks to a lucky encounter almost 40 years ago—and decades of subsequent research—a professor at Istanbul University suspects it's not.

Photograph by Alice Zoo",76355,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/364339108_306699381833192_6324184106160387824_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Dt8tqcmm2nEAX9x_ZO1&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAanizf4whf-adSz2yMemqyCOPNBY9UnBRzOaAYtUAqAA&oe=65D7C41E&_nc_sid=bc0c2c
711,712,"Photo by @estherhorvath | This is the northernmost area of the planet—in Greenland—seen in a view from the Alfred Wegener Institute's Polar 6 research aircraft, which is surveying sea ice thickness in the Arctic Ocean. Follow @estherhorvath for more polar stories.",49656,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/364336955_1233240070674949_5720903022964434989_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=qsO0KX0sRloAX9VSENP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfALB3vkixvyYVLIUrJF_01PaLWutLQcCz4NUB0HrgeEaQ&oe=65D6FE1B&_nc_sid=bc0c2c
712,713,"Photo by @joelsartore | A mandrill and her infant sit for an intimate portrait at the Gladys Porter Zoo in Brownsville, Texas. Mandrills usually give birth to just one baby, which is born with the ability to immediately open its eyes and cling tightly to mom’s belly. At just two months old, infants will begin to lose their baby hair, as their adult coat starts to grow in. They will stay close to their mothers until she gives birth to her next baby, at which point she will push older offspring away and turn her full attention toward caring for her newborn. To see more species featured in the Photo Ark, follow me @joelsartore. @gladysporterzoo",96954,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/364948950_1763970814019832_2102922114615514154_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=PeYRGw4lNAsAX-HpTAV&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB8-T31XpAxrdcyE8pHNBNSNIia2lMl8J_3bRmVdAs1QA&oe=65D7A30F&_nc_sid=bc0c2c
713,714,"Photo by Mattias Klum @mattiasklumofficial | Camouflaged stalker! Allow me to introduce the true heavyweight viper of the planet: Bitis gabonica, most commonly known as the Gaboon viper, found in the rainforests and savannas of sub-Saharan Africa. This well-camouflaged beauty is not only the world's heaviest viper; it also has the longest fangs of all, up to 2 inches (5 cm), and on top of that, the highest venom yield of any venomous snake.

Scientists like my friend Zoltan Takacs study the genetic and molecular setup by collecting venom and DNA samples from these highly venomous vipers and their prey and predators. They are hopeful that the Gaboon viper may soon combat diseases. This will not affect the snakes in the wild at all, since snakes are released right after the examination and sampling. Gaboon vipers have a reputation for being slow moving and pretty cool around people. They usually hunt by ambush, often spending long periods motionless, waiting patiently for suitable prey to pass by. 

I took this picture in the Republic of the Congo. Follow @mattiasklumofficial for more pictures and films from my work on endangered ecosystems around the world.",44762,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/365194414_645648440877109_7829962140405015025_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=3U3n_a1v7xYAX8gSdd1&edm=APU89FABAAAA&ccb=7-5&oh=00_AfArOJn0fCjwtSF0JAl_i_qhTyYezL5F9uYQvRHn05H5CA&oe=65D74974&_nc_sid=bc0c2c
714,715,"Photo by Keith Ladzinski @ladzinski | Sunset, painting the skies of a thunderstorm in waves of color over the Texas Panhandle. During the spring and summer, it's common to see giant cells passing through this region, creating powerful and beautiful weather events such as this one. 
To see more images of storm chasing, please visit @ladzinski.",103016,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/365911498_965177857929027_917813034827902922_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=c558Nbcb56MAX-wyn9I&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDMFwB8XtD389m6pnPHsXKg7cLa1bkXnL8UmNBaQyiBbg&oe=65D71038&_nc_sid=bc0c2c
715,716,"Read more at the link in bio.

For nearly four centuries until around A.D. 1600, a community of Icelanders on the west coast buried their dead on the tiny island of Haffjarðarey. Centuries later, waves and rising sea levels began to expose bones eroding from the island cemetery. Archaeologists excavating this ancient cemetery in 1945 found only bodies—a Harvard University-sponsored scientific expedition showed up earlier and removed the skulls.

Today, the missing crania sit in cardboard boxes on steel storage shelves in a Harvard museum basement. There’s interest by researchers in both Iceland and the U.S. to reunite the skulls with the rest of their bodies that are located at the National Museum of Iceland in Reykjavik. It’s not only good science, archaeologists argue, but also the morally and ethically right thing to do.

Photograph by Ívar Brynjólfsson, National Museum of Iceland",47964,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/365881772_1322287995341576_879565236073294837_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=bMCiRwiD7P4AX8vhnwq&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDBkMyuOAFZsKDi6QSGHJ-Iecn5udizPALpzC9WsdVI1w&oe=65D72BC4&_nc_sid=bc0c2c
716,717,"Photo by @dina_litovsky | Shuffleboard is the most popular game among Amish and Mennonite vacationers when they visit Pinecraft Park, a community park in Pinecraft, a small neighborhood in Sarasota, Florida. For many decades, Amish and Mennonite families from around the United States have been taking winter vacations in Pinecraft. The strict rules of Anabaptist life are temporarily relaxed while hard work is replaced by leisure and recreational activities, including group sports. For more photos, follow me @dina_litovsky.",34479,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/364988579_828238811925288_6521522324743970782_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=tyWdA0pIszYAX_hMNlM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDksmxVgO9yMjkuUKQuEo_g4eUB1m_8IRyFGaKAYLtvqA&oe=65D6C393&_nc_sid=bc0c2c
717,718,"Photo by Muhammed Muheisen @mmuheisen | Traumatized and neglected animals rescued from mismanaged zoos, confiscated from smugglers, and saved from war zones find a second chance at Al Ma'wa for Nature and Wildlife, a wildlife sanctuary in Jordan. 

Seen here is Yerga, a 10-year-old African lion that has lived with his four siblings at Al Ma’wa for a decade. He was rescued when he was just four days old. This image is part of my story ""Unlikely Refugees,"" published in the August 2023 issue of National Geographic magazine. Read the full story at the link in bio. For more photos and videos from different parts of the world, follow me @mmuheisen. @almawa.jordan",195078,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/365626122_1067812957569848_2784822098385610172_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=RVlbWcRyGxYAX9Bqn3h&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA4H8au9O6OqHdTD8zUlIAqLopHT7eRol4OkG9QO66Vng&oe=65D80868&_nc_sid=bc0c2c
718,719,"Read more at the link in bio.

Mounting evidence shows that more young adults are experiencing heart problems compared to decades past, and that worsening lifestyle habits—namely, poor diet and lack of exercise—are to blame. And some research suggests that COVID infections are adding insult to injury. Perhaps the most alarming trend is that, despite declines among older adults, the proportion of heart attacks among younger adults is increasing across the globe—which many doctors who spoke to National Geographic consider a public health emergency. Young adults are loosely defined as those between 20 to 50 years old.

Cardiac arrest is not the same as a heart attack—but ""the really important thing for young individuals to know is that cardiovascular disease, for the most part, can be prevented if you take the right steps,"" says Ron Blankstein, senior preventive cardiologist at Brigham and Women's Hospital and professor of medicine at Harvard Medical School in Boston. The AHA recommends following key measures that can improve and maintain your cardiovascular health. These include a healthy diet, regular physical activity, no tobacco smoking, and sufficient sleep, as well as managing your weight, cholesterol, blood sugar, and blood pressure.

Angiogram image by Science Source",202256,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/365445624_302305145791700_9034703947178709777_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=C-68cf6IkCwAX98utGX&edm=APU89FABAAAA&ccb=7-5&oh=00_AfARWmJP_4T1IMLikxh4kRgS6NyeV-NJN12c4lUfDknZ1w&oe=65D71AE3&_nc_sid=bc0c2c
719,720,"Photo by @beverlyjoubert | Etched against a Kenyan sunset, the silhouette of a giraffe is one of those quintessential sights that captures the immense and unmistakable natural beauty of Africa. It is hard to imagine this continent without the presence of these graceful creatures. And yet the future of Africa’s giraffe species is increasingly uncertain, and their alarming decline has been called a silent extinction. There are now fewer giraffes than elephants or gorillas. Perhaps because they seem so very ubiquitous, their plight has not received the same level of attention as the continent’s other vulnerable species. If we want to preserve the iconic sight of these long-necked giants etched against African skies, we need to do more to raise awareness and support their conversation. To see more of my work, follow me @beverlyjoubert. For a related story about a bold plan to save the giraffe, tap the link in bio.",86963,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366187319_1012916523390150_5030170652538865630_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=ADLo9yxZNRwAX-r-ACi&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAiVNLoR_vffe5Jn8rfDtEO4ZULz5Ld25MFGdV6ZmJJ0g&oe=65D769B2&_nc_sid=bc0c2c
720,721,"Read more at the link in bio.

The designation of the land as a national monument, confirmed to National Geographic this week by the White House, will prevent new uranium mines and protect historically significant tribal lands. The decision by @potus is the culmination of a lobbying effort by a dozen tribes who have historical ties to the site and advocated for its monument status. It will be called Baaj Nwaavio I’tah Kukveni Grand Canyon National Monument—the Ancestral Footprints of the Grand Canyon National Monument.

The site encompasses natural habitat for the critically endangered California condor and an important watershed for the Colorado River, which provides water to 40 million Americans. It’s also habitat for desert bighorn sheep, and birds including the threatened western yellow-billowed cuckoo and the endangered southwestern willow flycatcher.

Photograph by Pete McBride @pedromcbride",60170,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366065529_298233065947975_1549679463428911378_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=NV1yY1GoVGMAX97hf_6&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD3AbK4Ex2HymJdU1y0ObFWZ4-PdTwQ-uPaVir7b2JLOQ&oe=65D6B7DF&_nc_sid=bc0c2c
721,722,"Read more at the link in bio.

Having a glass of wine or other ""nightcap"" before bed has long been thought of as a way to help someone sleep, but a look at the evidence suggests otherwise. Even a small amount of alcohol can make sleep worse by elevating your heart rate and interfering with REM sleep, for example. Drinking alcohol is also linked to a higher risk of sleep apnea, in general, and to more severe snoring and obstructive sleep apnea in those who already have these health problems.

Photograph by Sarah Muenzenmayer, Nat Geo Image Collection",122121,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366456899_222542307440392_8977743690084201725_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=kwxWcKvdYVEAX8-d9TF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAJFEYRlyyivn6haAipi8cOiNcnXEj3fBaLT2UhH1H6jg&oe=65D787FB&_nc_sid=bc0c2c
722,723,"Photo by @martinedstrom | A lone paddler travels on the Huallaga River, part of Peru's Amazon Basin. A few years ago, I had the privilege of documenting the daily life of a few families in this area. Scenes like this weren't extraordinary to them—but they were to me. Follow @martinedstrom for more on the story.",55166,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366509220_1654167551757657_8042309348796142564_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=vU33GyyzHHcAX9bBBwa&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAtFusvWApSmlbRE8jmwdu453XC0hovvhkq0Mp5mZ7uEw&oe=65D6969A&_nc_sid=bc0c2c
723,724,"Photo by @franslanting | During a recent voyage to Norway's Svalbard archipelago, high in the Arctic, the temperature was more than 60 degrees F (15 C) for days on end. It's the fastest warming place on Earth. That's bad news for the polar bears here and for people, no matter where you live. Follow me @franlanting for more images and stories about our changing planet.",55977,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366412344_1393585427887791_1940511607973706720_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=xFZtXLSRv_0AX_sWAFF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA2efSujegV2EqlS0o3xEJP2ZYkZBZ8ljMnkgt6EW1jZg&oe=65D63901&_nc_sid=bc0c2c
724,725,"Learn more at the link in bio.

A significant new study—the first of its kind—shows that the nutrients found in walnuts, seeds, and certain types of seafood can reduce inflammation caused by aging, and improve declining lung function. Obtaining omega-3s, either through food sources or supplements, is vital—especially because most people aren't getting nearly enough.

Photography by Erika Larsen @erikalarsen888",99815,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366463309_3477734655875067_3859357018967675234_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Q0Hu9SzSl2cAX8jqNTP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBQb1oF46Afm4uPb1xZbuxn9P84SZQs11hoIrKlIibzFg&oe=65D6BA8D&_nc_sid=bc0c2c
725,726,"Photo by Keith Ladzinski @ladzinski | Each year about three million tourists visit Munich, the capital of Bavaria, to take in the sights. The central square of Marienplatz has been a prominent gathering point since the 12th century. Today it's a hub of festivity and food and the occasional giant panda sighting—and a great place for a photographer.",68064,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366941299_850594629328337_1833227010607743006_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=BO6JWBpjDHgAX8UynlF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDv5Qz-8h8wBE5BbgClMPpSlHw-K7uk2pnxs0vL0k8alQ&oe=65D75666&_nc_sid=bc0c2c
726,727,"Photo by @joelsartore | When they’re born, coyote puppies are blind and limp-eared. It isn’t until they are around 10 days old that their eyes open and their ears begin to stand erect. Pups like these at Nebraska Wildlife Rehab won’t finish growing until they're between 9 and 12 months old, at which point males will venture off on their own, while females will remain with their parents and form the basis of the pack. To see more species featured in the Photo Ark follow me @joelsartore.  @newildliferehab #PhotoArk",65625,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366488101_259490893603418_2644294541226308562_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=bX3dh2pr1cYAX9kSp6L&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCosqH_O4TcvXlxojFs_7WASIRvRtEAUNc74gLy4hm_YQ&oe=65D7078C&_nc_sid=bc0c2c
727,728,"Read more at the link in bio.

When King Henry VIII's wife Anne Boleyn was executed in 1536, her Book of Hours went missing for centuries. A recent discovery reveals a string of women who secured the book for decades after her death.

Photograph courtesy of Hever Castle & Gardens",56848,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366441402_214781241217959_4098695443559340152_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=pAxGSRmMQa4AX-iTGPQ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAtWS_pBn9l6wLBvlY-94TLSsjBaeB6s3LLGMCwubip7g&oe=65D755EF&_nc_sid=bc0c2c
728,729,"Photo by @javier_aznar_photography | A dead pine (Pynus silvestris) seems to lie in repose in Sierra de Guadarrama National Park, located outside Madrid. Its intricate branches now house species such as the red ant (Formica rufa). The beauty of these trees makes this forest a magical place. Follow @javier_aznar_photography for more wildlife photography.",55139,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366542211_1312576466008879_8153883660088218456_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=SIJhFQGpNckAX_Hd2DY&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCTgYkhpYpSbfgyuFyvEi00wlhyeZeH-0fnA3CQ7gXZ7g&oe=65D7248B&_nc_sid=bc0c2c
729,730,"Photo by @amivitale | Today is World Elephant Day! A world without elephants would impact us all. Elephants are our ecosystem ""engineers” because they shape habitats in a multitude of ways. They're huge mobile composting units. They create water sources in dry landscapes by digging wells with their tusks. They move seeds across vast landscapes. They clear paths through dense vegetation that ultimately benefit other animals and people.

The Reteti Elephant Sanctuary in northern Kenya is changing the lives of both elephants and people. This extraordinary group does so much to rescue, rehabilitate, and rewild elephant calves that are orphaned as a result of drought, human-wildlife conflict, natural mortality, and in rare cases, poaching. Here, Mary Lengees comforts one of the calves. Lengees and most of the team at Reteti were recruited from the local community and are deeply devoted to caring for these animals. They have done so much through hope, resilience, and imagination. Follow @amivitale to learn more about what we're doing to support elephants. @r.e.s.c.u.e @vital.impacts #WorldElephantDay",166509,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366454244_283022144350783_7501591380610438539_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=xD5ZzdK0X8AAX_bJbBv&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBppSEoVZYHVj0offndG_BBC-U5NEqzhKNhL8kQTNgpTg&oe=65D7D5C8&_nc_sid=bc0c2c
730,731,"Photo by Aaron Huey @argonautphoto | The alpha female of the Iron Creek wolf pack breaks a trail through fresh snow, followed by her male partner and their kin in Alaska's Denali National Park. Today is International Wolf Day, a moment to remind ourselves how these apex predators shape ecosystems, regulate prey populations, and help uphold the intricate balance and the wild spirit of places like Denali. Their presence supports many other wildlife, from the scavengers feasting on the remains of their hunts to the plants flourishing due to balanced herbivore numbers. I watched this pack over the course of three days as they devoured a moose, and then I was lucky enough to catch them as they left that site, crossing this large, unbroken field. In other parts of the park with less snow, it was harder to see the wolves in the patchy brown and green of the trees. This shot was the result of a little luck, but mostly relentless searching for the right pack in the right photo conditions. The payoff was worth the time put in! For more glimpses into the wild lives of Denali's wolves, follow @argonautphoto. #InternationalWolfDay",160014,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366475907_840074574184072_4545034974867451658_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=iNKyA1oi4m4AX_cBFaa&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBeX3UfRwq2iMxGyCoH1h6Z2wLAOXutt2srwTttaidDfg&oe=65D76D99&_nc_sid=bc0c2c
731,732,"Photo by @rubensalgadoescudero | Thomas Benedix is one-half of the DJ duo Pan-Pot. Here, in August 2021, he streamed a performance from his living room, with his wife and two children dancing along. Pan-Pot usually plays in front of festival crowds exceeding 20,000 fans. With the pandemic, the team, along with all musicians, adapted to meet their audience.",32063,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/367600128_706586544630545_5564768393631086938_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=aUlrd3TfsdAAX-EQo4r&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAJKgCpN--kGSQht4TBowgp2YOQxuLeGCE8Q6PsWcls7g&oe=65D72156&_nc_sid=bc0c2c
732,733,"Photo by Matthieu Paley @paleyphoto | Kyrgyz children play in the wide expanses of the Pamir mountains in northeastern Afghanistan. The country's Kyrgyz nomads live in one of the most remote high-altitude landscapes on Earth. Much of it lies above 14,000 feet (4,267 meters), and temperatures can fall below freezing 340 days a year.",99690,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/367007873_305796091855987_701896794413460871_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=Ajtt9v_mDMIAX9-GIDB&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAAymNZBO9Qs0AEdVvLnr8oWhdIupWonPH0ky53wKdosQ&oe=65D7920A&_nc_sid=bc0c2c
733,734,"Photo by @estherhorvath | Dennis Kærgård Larsen, a soldier at Station Nord, Greenland's northernmost research and military base, trains the station's two dogs, Obelix and Dirk, for sledding. Work in this place is solitary, and the dogs are companions to those posted at the remote site for long periods. As a photographer covering Arctic stories, I found one of the most beautiful things was interacting and bonding with these local dogs. Please follow @estherhorvath for more polar stories.",57629,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/367896640_1434141757154335_2515937536603065357_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=z3c06_NXZ1YAX_3HHfj&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA3Z_9AO_WBpw7w61Jl5gN8E6Qsx2KGVEy-hthCm8NQlA&oe=65D7ED2B&_nc_sid=bc0c2c
734,735,"Photo by Robbie Shone @shonephoto | We have just returned home from exploring some of the most northern caves on Earth for science. We have a lot to digest as we prepare to unveil our discoveries. In the meantime, here is a photograph, taken on this trip, from a typical arid valley from the vast Wulff Land peninsula, located right in the middle of the north of Greenland. Stay tuned as there’s a lot more to come from a very, very remote part of our planet. @greenland_caves",42581,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/366960789_1043315177039292_7518672662023873055_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=NARlt4HfjvMAX88364d&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDVm_JVwl2QeyQYZYKAMzCXgu9L9ULW4dph5LmMvQ56yw&oe=65D7533B&_nc_sid=bc0c2c
